segment_id,start_lon,start_lat,end_lon,end_lat,material,diameter_m,length_m,zone_id,pipeline_type,data_quality_flag,assumed_age_years,design_lifespan_years,hw_c_value,start_node_id,end_node_id
7087,75.914434,17.652514,75.911792,17.653373,DI,0.525,483.84899,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,7188,6463
7088,75.912496,17.690511,75.91058,17.669162,CI,0.6,2591.70261,zone_2,Pure Water Rising Main Pipeline,complete,35,50,100,6698,6249
7089,75.911874,17.6858,75.918553,17.684682,CI,0.6,899.55461,zone_2,Pure Water Rising Main Pipeline,complete,35,50,100,6507,8220
7090,75.911874,17.6858,75.918492,17.684679,CI,0.6,899.55461,zone_2,Pure Water Rising Main Pipeline,complete,35,50,100,6507,8207
7091,75.912306,17.63225,75.912773,17.631974,DI,0.6,21.30461,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6589,6752
7092,75.912306,17.63225,75.912699,17.631944,DI,0.6,21.41419,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6589,6726
7093,75.912306,17.63225,75.912581,17.631896,DI,0.6,21.56608,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6589,6701
7094,75.912306,17.63225,75.912498,17.631861,DI,0.6,21.67711,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6589,6660
7095,75.91373,17.631973,75.913824,17.632007,DI,0.6,10.60324,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6976,6990
7096,75.913706,17.632033,75.913802,17.632065,DI,0.6,10.72586,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6976,6991
7097,75.913685,17.632086,75.913781,17.63212,DI,0.6,10.83368,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6977,6991
7098,75.913323,17.631704,75.913025,17.631586,DI,0.6,34.28261,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6887,6796
7099,75.913025,17.631586,75.912734,17.631796,DI,0.6,9.91217,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6796,6725
7100,75.913259,17.631678,75.913056,17.632022,DI,0.6,10.35514,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6887,6822
7101,75.913229,17.66305,75.913188,17.663033,DI,0.6,11.40261,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6871,6871
7102,75.913746,17.662832,75.913188,17.663033,DI,0.6,132.34707,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6981,6871
7103,75.909074,17.668823,75.90883,17.66817,DI,0.6,104.20419,zone_7,Pure Water Rising Main Pipeline,complete,15,60,130,5888,5794
7104,75.913746,17.662832,75.913188,17.663033,DI,0.6,132.34707,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6981,6871
7105,75.913188,17.663033,75.908842,17.66851,DI,0.6,1005.68786,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6871,5796
7106,75.913424,17.652874,75.912063,17.65323,DI,0.6,145.44218,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6924,6546
7107,75.913276,17.652918,75.913144,17.652916,DI,0.6,14.72135,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6892,6833
7108,75.912061,17.653073,75.911788,17.65322,DI,0.6,53.87356,zone_8,Pure Water Rising Main Pipeline,complete,15,60,130,6545,6462
7109,75.889847,17.643417,75.887394,17.6453,DI,0.6,464.05551,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,2012,1638
7110,75.895758,17.645008,75.885983,17.64227,DI,0.6,1450.69849,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,3020,1409
7111,75.912322,17.632691,75.912306,17.63225,DI,0.75,19.69748,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6590,6589
7112,75.912194,17.632636,75.912306,17.63225,DI,0.75,19.26159,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6562,6589
7113,75.913114,17.632114,75.912901,17.63244,DI,0.75,26.09692,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6823,6774
7114,75.913281,17.632269,75.913217,17.632228,DI,0.75,5.39296,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6888,6860
7115,75.913217,17.632228,75.912901,17.63244,DI,0.75,19.24199,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6860,6774
7116,75.912901,17.63244,75.913002,17.632159,DI,0.75,16.87355,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6774,6798
7117,75.913002,17.632159,75.913068,17.632184,DI,0.75,8.63596,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6798,6824
7118,75.842184,17.72626,75.841583,17.72573,DI,0.75,39.41346,zone_1,Pure Water Rising Main Pipeline,complete,15,60,130,40,31
7119,75.842028,17.72646,75.841342,17.725983,DI,0.75,37.8144,zone_1,Pure Water Rising Main Pipeline,complete,15,60,130,39,28
7120,75.914364,17.652387,75.913143,17.651664,DI,0.75,166.60781,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,7187,6831
7121,75.913143,17.651664,75.913044,17.651643,DI,0.75,10.80452,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6831,6805
7122,75.914363,17.652157,75.914414,17.65218,DI,0.75,5.94926,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,7186,7186
7123,75.923101,17.659863,75.914731,17.652369,DI,0.75,1461.86965,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,8804,7277
7124,75.84221,17.726353,75.842184,17.72626,DI,0.75,26.09395,zone_1,Pure Water Rising Main Pipeline,complete,15,60,130,41,40
7125,75.841933,17.726595,75.842028,17.72646,DI,0.75,26.09395,zone_1,Pure Water Rising Main Pipeline,complete,15,60,130,36,39
7126,75.912901,17.63244,75.913229,17.632161,DI,0.75,44.15232,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6774,6860
7127,75.912479,17.632645,75.912306,17.63225,DI,0.75,8.51439,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6661,6589
7128,75.912479,17.632645,75.912901,17.63244,DI,0.75,57.29447,zone_5,Pure Water Rising Main Pipeline,complete,15,60,130,6661,6774
7129,75.9148,17.636381,75.914813,17.636396,Unknown,1.016,2.13871,zone_5,Distribution Pipeline,complete,35,50,100,7321,7321
7130,75.914813,17.636396,75.914932,17.636514,Unknown,1.016,18.16371,zone_5,Distribution Pipeline,complete,35,50,100,7321,7362
7131,75.914932,17.636514,75.915256,17.636834,Unknown,1.016,49.33717,zone_5,Distribution Pipeline,complete,35,50,100,7362,7487
7132,75.915256,17.636834,75.915482,17.637047,Unknown,1.016,33.72712,zone_5,Distribution Pipeline,complete,35,50,100,7487,7533
7133,75.915525,17.637087,75.916059,17.63759,Unknown,1.016,79.35487,zone_5,Distribution Pipeline,complete,35,50,100,7534,7678
7134,75.916059,17.63759,75.915686,17.638049,Unknown,1.016,64.43047,zone_5,Distribution Pipeline,complete,35,50,100,7678,7580
7135,75.915686,17.638049,75.915305,17.638559,Unknown,1.016,69.38724,zone_5,Distribution Pipeline,complete,35,50,100,7580,7488
7136,75.915305,17.638559,75.914587,17.639431,Unknown,1.016,123.02002,zone_5,Distribution Pipeline,complete,35,50,100,7488,7228
7137,75.914587,17.639431,75.914155,17.639938,Unknown,1.016,72.41287,zone_5,Distribution Pipeline,complete,35,50,100,7228,7130
7138,75.914155,17.639938,75.912936,17.641412,Unknown,1.016,208.16329,zone_5,Distribution Pipeline,complete,35,50,100,7130,6776
7139,75.912936,17.641412,75.912324,17.642299,Unknown,1.016,117.77424,zone_5,Distribution Pipeline,complete,35,50,100,6776,6594
7140,75.912324,17.642299,75.912306,17.642747,Unknown,1.016,49.59292,zone_5,Distribution Pipeline,complete,35,50,100,6594,6595
7141,75.912306,17.642747,75.912332,17.643755,Unknown,1.016,111.58324,zone_5,Distribution Pipeline,complete,35,50,100,6595,6596
7142,75.912332,17.643755,75.912313,17.645007,Unknown,1.016,138.60242,zone_5,Distribution Pipeline,complete,35,50,100,6596,6597
7143,75.912313,17.645007,75.912309,17.645129,Unknown,1.016,13.48887,zone_5,Distribution Pipeline,complete,35,50,100,6597,6598
7144,75.912309,17.645129,75.912842,17.645275,Unknown,1.016,58.76651,zone_5,Distribution Pipeline,complete,35,50,100,6598,6753
7145,75.912842,17.645275,75.913315,17.64547,Unknown,1.016,54.61192,zone_5,Distribution Pipeline,complete,35,50,100,6753,6890
7146,75.913315,17.64547,75.913302,17.645494,Unknown,1.016,3.01181,zone_5,Distribution Pipeline,complete,35,50,100,6890,6890
7147,75.913251,17.645592,75.912688,17.646675,Unknown,1.016,134.00982,zone_5,Distribution Pipeline,complete,35,50,100,6891,6729
7148,75.912688,17.646675,75.912322,17.647404,Unknown,1.016,89.50101,zone_5,Distribution Pipeline,complete,35,50,100,6729,6599
7149,75.912322,17.647404,75.912266,17.647557,Unknown,1.016,18.01379,zone_5,Distribution Pipeline,complete,35,50,100,6599,6600
7150,75.912266,17.647557,75.912926,17.647552,Unknown,1.016,70.07451,zone_5,Distribution Pipeline,complete,35,50,100,6600,6777
7151,75.912926,17.647552,75.913175,17.647552,Unknown,1.016,26.39939,zone_5,Distribution Pipeline,complete,35,50,100,6777,6865
7152,75.913175,17.647552,75.912841,17.648174,Unknown,1.016,77.39351,zone_5,Distribution Pipeline,complete,35,50,100,6865,6754
7153,75.912841,17.648174,75.91248,17.648883,Unknown,1.016,87.2726,zone_5,Distribution Pipeline,complete,35,50,100,6754,6666
7154,75.9127,17.649724,75.912964,17.650881,Unknown,1.016,131.15843,zone_5,Distribution Pipeline,complete,35,50,100,6730,6803
7155,75.912964,17.650881,75.913143,17.651664,Unknown,1.016,88.69436,zone_5,Distribution Pipeline,complete,35,50,100,6803,6831
7156,75.9148,17.636381,75.914745,17.636315,Unknown,1.016,9.31799,zone_5,Distribution Pipeline,complete,35,50,100,7321,7273
7157,75.914704,17.636265,75.914591,17.636129,Unknown,1.016,19.2928,zone_5,Distribution Pipeline,complete,35,50,100,7273,7227
7158,75.914591,17.636129,75.914338,17.635806,Unknown,1.016,44.66606,zone_5,Distribution Pipeline,complete,35,50,100,7227,7164
7159,75.914338,17.635806,75.914095,17.635437,Unknown,1.016,48.28327,zone_5,Distribution Pipeline,complete,35,50,100,7164,7085
7160,75.914095,17.635437,75.913923,17.635136,Unknown,1.016,37.98918,zone_5,Distribution Pipeline,complete,35,50,100,7085,7019
7161,75.913923,17.635136,75.913642,17.634581,Unknown,1.016,68.25461,zone_5,Distribution Pipeline,complete,35,50,100,7019,6963
7162,75.913642,17.634581,75.913394,17.634091,Unknown,1.016,60.26466,zone_5,Distribution Pipeline,complete,35,50,100,6963,6921
7163,75.913394,17.634091,75.913245,17.633859,Unknown,1.016,30.22498,zone_5,Distribution Pipeline,complete,35,50,100,6921,6863
7164,75.913245,17.633859,75.913474,17.633669,Unknown,1.016,32.16846,zone_5,Distribution Pipeline,complete,35,50,100,6863,6943
7165,75.913167,17.632067,75.913056,17.632022,Unknown,1.016,12.82275,zone_5,Distribution Pipeline,complete,35,50,100,6859,6822
7166,75.913474,17.633669,75.913513,17.633637,Unknown,1.016,5.44195,zone_5,Distribution Pipeline,complete,35,50,100,6943,6942
7167,75.913562,17.633144,75.913892,17.63236,Unknown,1.016,93.56553,zone_5,Distribution Pipeline,complete,35,50,100,6960,7018
7168,75.913892,17.63236,75.913167,17.632067,Unknown,1.016,83.54384,zone_5,Distribution Pipeline,complete,35,50,100,7018,6859
7169,75.91248,17.648883,75.913143,17.651664,Unknown,1.016,315.79521,zone_5,Distribution Pipeline,complete,35,50,100,6666,6831
7170,75.913143,17.651664,75.913424,17.652874,Unknown,1.016,143.52635,zone_5,Distribution Pipeline,complete,35,50,100,6831,6924
7171,75.913562,17.633144,75.913892,17.63236,Unknown,1.016,206.42278,zone_5,Distribution Pipeline,complete,35,50,100,6960,7018
7172,75.913562,17.633144,75.912993,17.631867,Unknown,1.016,206.42278,zone_5,Distribution Pipeline,complete,35,50,100,6960,6797
7173,75.894073,17.614173,75.890288,17.614846,CI,0.1,408.57224,zone_5,Distribution Pipeline,complete,35,50,100,2595,2068
7174,75.907819,17.686014,75.907782,17.683628,CI,0.1,264.15506,zone_1,Distribution Pipeline,complete,35,50,100,5560,5551
7175,75.916042,17.670016,75.9181,17.67005,CI,0.1,218.52582,zone_8,Distribution Pipeline,complete,35,50,100,7652,
7176,75.9399,17.63833,75.939897,17.638384,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11118,11119
7177,75.937809,17.637219,75.937748,17.637494,CI,0.1,31.12951,zone_4,Distribution Pipeline,complete,35,50,100,10939,10930
7178,75.937344,17.637998,75.937357,17.637945,CI,0.1,6.00167,zone_4,Distribution Pipeline,complete,35,50,100,10886,10895
7179,75.937624,17.638068,75.937635,17.638014,CI,0.1,6.00167,zone_4,Distribution Pipeline,complete,35,50,100,10920,10919
7180,75.937907,17.63813,75.937913,17.638076,CI,0.1,6.00167,zone_4,Distribution Pipeline,complete,35,50,100,10952,10952
7181,75.938573,17.638224,75.938572,17.63817,CI,0.1,6.00167,zone_4,Distribution Pipeline,complete,35,50,100,11016,11016
7182,75.938863,17.638249,75.938863,17.638195,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11045,11045
7183,75.939145,17.638272,75.939145,17.638217,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11060,11059
7184,75.939404,17.638292,75.939404,17.638238,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11081,11080
7185,75.94076,17.638378,75.94076,17.638324,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11188,11187
7186,75.94118,17.638401,75.94118,17.638347,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11208,11207
7187,75.941698,17.638367,75.941698,17.638312,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11255,11254
7188,75.942101,17.638324,75.942101,17.63827,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11289,11289
7189,75.942363,17.638329,75.942363,17.638274,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11314,11314
7190,75.942626,17.638333,75.942625,17.638261,CI,0.1,8.01186,zone_4,Distribution Pipeline,complete,35,50,100,11334,11334
7191,75.942956,17.638339,75.942952,17.638393,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11377,11378
7192,75.942657,17.638334,75.942654,17.638388,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11343,11344
7193,75.942363,17.638329,75.94236,17.638383,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11314,11315
7194,75.942101,17.638324,75.942098,17.638378,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11289,11290
7195,75.941782,17.638341,75.941779,17.638396,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11265,11266
7196,75.941385,17.638412,75.941382,17.638467,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11223,11224
7197,75.938064,17.637285,75.938003,17.637585,CI,0.1,33.77369,zone_4,Distribution Pipeline,complete,35,50,100,10968,10962
7198,75.938688,17.638234,75.938685,17.638288,CI,0.1,6.00166,zone_4,Distribution Pipeline,complete,35,50,100,11025,11026
7199,75.938354,17.638204,75.938351,17.638258,CI,0.1,6.00167,zone_4,Distribution Pipeline,complete,35,50,100,10991,10992
7200,75.937907,17.63813,75.937903,17.638184,CI,0.1,6.00167,zone_4,Distribution Pipeline,complete,35,50,100,10952,10953
7201,75.937549,17.637157,75.93747,17.637494,CI,0.1,38.21807,zone_4,Distribution Pipeline,complete,35,50,100,10909,10910
7202,75.938064,17.637285,75.938119,17.637013,CI,0.1,30.73486,zone_4,Distribution Pipeline,complete,35,50,100,10968,10967
7203,75.937787,17.637213,75.937846,17.63698,CI,0.1,26.60093,zone_4,Distribution Pipeline,complete,35,50,100,10939,10938
7204,75.935485,17.639827,75.935494,17.639716,CI,0.1,12.31823,zone_4,Distribution Pipeline,complete,35,50,100,10710,10709
7205,75.935455,17.639825,75.935437,17.639991,CI,0.1,18.54812,zone_4,Distribution Pipeline,complete,35,50,100,10710,10701
7206,75.935732,17.639849,75.935744,17.639703,CI,0.1,16.12185,zone_4,Distribution Pipeline,complete,35,50,100,10726,10725
7207,75.936015,17.639873,75.936028,17.639717,CI,0.1,17.28871,zone_4,Distribution Pipeline,complete,35,50,100,10759,10758
7208,75.936013,17.639873,75.936001,17.640032,CI,0.1,17.68542,zone_4,Distribution Pipeline,complete,35,50,100,10759,10760
7209,75.936324,17.6399,75.936333,17.639726,CI,0.1,19.31799,zone_4,Distribution Pipeline,complete,35,50,100,10785,10784
7210,75.936289,17.639897,75.936278,17.640097,CI,0.1,22.2243,zone_4,Distribution Pipeline,complete,35,50,100,10785,10786
7211,75.936384,17.639341,75.93639,17.639206,CI,0.1,15.00853,zone_4,Distribution Pipeline,complete,35,50,100,10800,10799
7212,75.935998,17.639312,75.935995,17.639205,CI,0.1,11.8533,zone_4,Distribution Pipeline,complete,35,50,100,10757,10756
7213,75.935513,17.639276,75.935521,17.639164,CI,0.1,12.50346,zone_4,Distribution Pipeline,complete,35,50,100,10708,10707
7214,75.935231,17.639156,75.935235,17.638945,CI,0.1,23.3628,zone_4,Distribution Pipeline,complete,35,50,100,10681,10680
7215,75.934852,17.638659,75.934962,17.638694,CI,0.1,12.28238,zone_4,Distribution Pipeline,complete,35,50,100,10649,10660
7216,75.934626,17.63864,75.934613,17.638772,CI,0.1,14.69044,zone_4,Distribution Pipeline,complete,35,50,100,10625,10626
7217,75.93493,17.638684,75.934917,17.638801,CI,0.1,13.0241,zone_4,Distribution Pipeline,complete,35,50,100,10649,10650
7218,75.91724,17.672462,75.918535,17.671444,CI,0.1,177.72004,zone_8,Distribution Pipeline,complete,35,50,100,7920,8201
7219,75.91724,17.672462,75.918725,17.672182,CI,0.1,168.00597,zone_8,Distribution Pipeline,complete,35,50,100,7920,8227
7220,75.916936,17.672169,75.91786,17.671469,CI,0.1,124.89801,zone_8,Distribution Pipeline,complete,35,50,100,7862,8083
7221,75.894231,17.694265,75.893502,17.694034,CI,0.1,81.47345,zone_1,Distribution Pipeline,complete,35,50,100,2635,2514
7222,75.894292,17.694154,75.893275,17.693827,CI,0.1,113.80294,zone_1,Distribution Pipeline,complete,35,50,100,2672,2479
7223,75.89442,17.693921,75.893464,17.69361,CI,0.1,107.10126,zone_1,Distribution Pipeline,complete,35,50,100,2706,2513
7224,75.894844,17.693019,75.894362,17.692864,CI,0.1,53.96149,zone_1,Distribution Pipeline,complete,35,50,100,2812,2705
7225,75.894362,17.692864,75.894216,17.693302,CI,0.1,50.99257,zone_1,Distribution Pipeline,complete,35,50,100,2705,2633
7226,75.894012,17.693788,75.894184,17.693405,CI,0.1,46.11646,zone_1,Distribution Pipeline,complete,35,50,100,2588,2634
7227,75.907867,17.683519,75.909699,17.683055,CI,0.1,201.98081,zone_1,Distribution Pipeline,complete,35,50,100,5584,6035
7228,75.907828,17.686013,75.907833,17.689124,CI,0.1,344.32883,zone_1,Distribution Pipeline,complete,35,50,100,5560,5568
7229,75.908329,17.685961,75.908336,17.689195,CI,0.1,357.89144,zone_1,Distribution Pipeline,complete,35,50,100,5672,5675
7230,75.907818,17.684631,75.905118,17.684676,CI,0.1,301.77596,zone_1,Distribution Pipeline,complete,35,50,100,5556,5041
7231,75.907785,17.684186,75.905133,17.684145,CI,0.1,286.83447,zone_1,Distribution Pipeline,complete,35,50,100,5555,5039
7232,75.910355,17.684227,75.911079,17.68571,CI,0.1,193.43819,zone_3,Distribution Pipeline,complete,35,50,100,6205,6365
7233,75.910355,17.684227,75.911869,17.684181,CI,0.1,160.731,zone_3,Distribution Pipeline,complete,35,50,100,6205,6505
7234,75.917885,17.679803,75.920569,17.680564,CI,0.1,296.99023,zone_2,Distribution Pipeline,complete,35,50,100,8093,8445
7235,75.91992,17.675363,75.922566,17.675005,CI,0.1,294.80624,zone_3,Distribution Pipeline,complete,35,50,100,8371,8719
7236,75.920809,17.680042,75.917949,17.678835,CI,0.1,337.85212,zone_2,Distribution Pipeline,complete,35,50,100,8472,8091
7237,75.844952,17.701528,75.852899,17.700444,CI,0.1,861.32377,zone_1,Distribution Pipeline,complete,35,50,100,45,181
7238,75.847574,17.701383,75.847657,17.701971,CI,0.1,65.65205,zone_1,Distribution Pipeline,complete,35,50,100,59,63
7239,75.847458,17.70177,75.847622,17.701751,CI,0.1,17.54699,zone_1,Distribution Pipeline,complete,35,50,100,57,60
7240,75.847622,17.701751,75.848334,17.70165,CI,0.1,76.31828,zone_1,Distribution Pipeline,complete,35,50,100,60,77
7241,75.847445,17.701928,75.847648,17.701917,CI,0.1,21.62006,zone_1,Distribution Pipeline,complete,35,50,100,56,61
7242,75.847648,17.701917,75.8483,17.70188,CI,0.1,69.21992,zone_1,Distribution Pipeline,complete,35,50,100,61,78
7243,75.913907,17.66871,75.91507,17.668692,CI,0.1,123.45541,zone_8,Distribution Pipeline,complete,35,50,100,7026,7424
7244,75.911278,17.670704,75.913899,17.670315,CI,0.1,294.08571,zone_7,Distribution Pipeline,complete,35,50,100,6398,7027
7245,75.914756,17.671538,75.914766,17.670245,CI,0.1,143.33436,zone_7,Distribution Pipeline,complete,35,50,100,7342,7340
7246,75.913925,17.671412,75.914003,17.670309,CI,0.1,123.72848,zone_7,Distribution Pipeline,complete,35,50,100,7029,7059
7247,75.913899,17.670315,75.913907,17.66871,CI,0.1,177.6211,zone_7,Distribution Pipeline,complete,35,50,100,7027,7026
7248,75.903065,17.654793,75.903082,17.655871,CI,0.1,123.8496,zone_7,Distribution Pipeline,complete,35,50,100,4658,4661
7249,75.903137,17.656261,75.903144,17.656444,CI,0.1,25.41577,zone_7,Distribution Pipeline,complete,35,50,100,4662,4663
7250,75.90316,17.656631,75.904964,17.656592,CI,0.1,191.38706,zone_7,Distribution Pipeline,complete,35,50,100,4686,5009
7251,75.903082,17.655871,75.903137,17.656261,CI,0.1,43.57232,zone_7,Distribution Pipeline,complete,35,50,100,4661,4662
7252,75.919843,17.674622,75.922443,17.674257,CI,0.1,278.75586,zone_3,Distribution Pipeline,complete,35,50,100,8361,8695
7253,75.919843,17.674622,75.917859,17.674931,CI,0.1,248.25145,zone_3,Distribution Pipeline,complete,35,50,100,8361,8086
7254,75.918105,17.675251,75.918376,17.676152,CI,0.1,105.41052,zone_3,Distribution Pipeline,complete,35,50,100,8130,8182
7255,75.917151,17.673555,75.917342,17.673652,CI,0.1,30.23203,zone_8,Distribution Pipeline,complete,35,50,100,7921,7944
7256,75.917381,17.673729,75.917342,17.673652,CI,0.1,9.50307,zone_8,Distribution Pipeline,complete,35,50,100,7968,7944
7257,75.850206,17.717793,75.850396,17.717761,CI,0.1,20.54346,zone_1,Distribution Pipeline,complete,35,50,100,124,129
7258,75.850778,17.717374,75.85052,17.71736,CI,0.1,27.4015,zone_1,Distribution Pipeline,complete,35,50,100,147,136
7259,75.850462,17.717358,75.850223,17.717344,CI,0.1,25.35385,zone_1,Distribution Pipeline,complete,35,50,100,136,121
7260,75.850628,17.71754,75.850578,17.717532,CI,0.1,5.3847,zone_1,Distribution Pipeline,complete,35,50,100,141,141
7261,75.850578,17.717532,75.850496,17.717543,CI,0.1,8.77408,zone_1,Distribution Pipeline,complete,35,50,100,141,137
7262,75.850496,17.717543,75.850491,17.717544,CI,0.1,1.0,zone_1,Distribution Pipeline,complete,35,50,100,137,137
7263,75.850456,17.717551,75.85022,17.717598,CI,0.1,25.55325,zone_1,Distribution Pipeline,complete,35,50,100,138,123
7264,75.851102,17.71728,75.851002,17.717515,CI,0.1,28.18679,zone_1,Distribution Pipeline,complete,35,50,100,159,157
7265,75.850732,17.717286,75.851102,17.71728,CI,0.1,39.30216,zone_1,Distribution Pipeline,complete,35,50,100,144,159
7266,75.850945,17.717922,75.85091,17.718278,CI,0.1,39.60698,zone_1,Distribution Pipeline,complete,35,50,100,154,155
7267,75.85091,17.718278,75.850908,17.71851,CI,0.1,25.71649,zone_1,Distribution Pipeline,complete,35,50,100,155,156
7268,75.850945,17.717922,75.851047,17.717929,CI,0.1,10.79719,zone_1,Distribution Pipeline,complete,35,50,100,154,158
7269,75.851047,17.717929,75.851281,17.717975,CI,0.1,25.33803,zone_1,Distribution Pipeline,complete,35,50,100,158,161
7270,75.851281,17.717975,75.851525,17.718034,CI,0.1,26.72621,zone_1,Distribution Pipeline,complete,35,50,100,161,167
7271,75.851525,17.718034,75.851707,17.71806,CI,0.1,19.47461,zone_1,Distribution Pipeline,complete,35,50,100,167,171
7272,75.850214,17.717991,75.850418,17.717959,CI,0.1,21.97903,zone_1,Distribution Pipeline,complete,35,50,100,125,131
7273,75.850418,17.717959,75.850447,17.7179,CI,0.1,7.19168,zone_1,Distribution Pipeline,complete,35,50,100,131,130
7274,75.850447,17.7179,75.85068,17.717891,CI,0.1,24.73867,zone_1,Distribution Pipeline,complete,35,50,100,130,145
7275,75.85068,17.717891,75.850772,17.717906,CI,0.1,9.89889,zone_1,Distribution Pipeline,complete,35,50,100,145,149
7276,75.850214,17.717991,75.850221,17.718037,CI,0.1,5.13859,zone_1,Distribution Pipeline,complete,35,50,100,125,125
7277,75.850221,17.718037,75.850247,17.718149,CI,0.1,12.7021,zone_1,Distribution Pipeline,complete,35,50,100,125,126
7278,75.935491,17.688851,75.935342,17.689352,CI,0.1,57.65461,zone_2,Distribution Pipeline,complete,35,50,100,10713,10697
7279,75.935756,17.688926,75.935621,17.689413,CI,0.1,55.79936,zone_2,Distribution Pipeline,complete,35,50,100,10743,10722
7280,75.936014,17.688993,75.935895,17.689474,CI,0.1,54.67692,zone_2,Distribution Pipeline,complete,35,50,100,10764,10753
7281,75.936275,17.689059,75.936155,17.689531,CI,0.1,53.7831,zone_2,Distribution Pipeline,complete,35,50,100,10796,10782
7282,75.936521,17.689124,75.93641,17.689588,CI,0.1,52.70194,zone_2,Distribution Pipeline,complete,35,50,100,10818,10810
7283,75.936791,17.689185,75.936676,17.689647,CI,0.1,52.55699,zone_2,Distribution Pipeline,complete,35,50,100,10847,10839
7284,75.937053,17.689244,75.936942,17.689706,CI,0.1,52.42981,zone_2,Distribution Pipeline,complete,35,50,100,10873,10856
7285,75.937318,17.689302,75.937211,17.689765,CI,0.1,52.45901,zone_2,Distribution Pipeline,complete,35,50,100,10890,10879
7286,75.930874,17.692326,75.93163,17.692358,CI,0.1,80.4098,zone_2,Distribution Pipeline,complete,35,50,100,10100,10231
7287,75.91992,17.675363,75.919964,17.675897,CI,0.1,62.80701,zone_3,Distribution Pipeline,complete,35,50,100,8371,8384
7288,75.950616,17.649063,75.953355,17.648657,CI,0.1,294.13406,zone_3,Distribution Pipeline,complete,35,50,100,12076,12319
7289,75.952203,17.648731,75.952215,17.648852,CI,0.1,13.45214,zone_3,Distribution Pipeline,complete,35,50,100,12212,12213
7290,75.951127,17.648916,75.951134,17.648991,CI,0.1,8.33425,zone_3,Distribution Pipeline,complete,35,50,100,12111,12112
7291,75.950608,17.648944,75.950616,17.649063,CI,0.1,13.24119,zone_3,Distribution Pipeline,complete,35,50,100,12075,12076
7292,75.931955,17.670657,75.932455,17.672209,CI,0.1,187.89062,zone_2,Distribution Pipeline,complete,35,50,100,10271,10346
7293,75.951108,17.681976,75.95151,17.686305,CI,0.1,534.84064,zone_2,Distribution Pipeline,complete,35,50,100,12119,12152
7294,75.952383,17.67655,75.95268,17.677373,CI,0.1,96.45965,zone_2,Distribution Pipeline,complete,35,50,100,12248,12273
7295,75.953013,17.676316,75.95328,17.677188,CI,0.1,100.64885,zone_2,Distribution Pipeline,complete,35,50,100,12296,12318
